model_id,proposed_domain_trait,proposed_domain_rank,local_domain_trait,local_domain_rank,accuracy_0_100,accuracy_rank
VAGOsolutions/SauerkrautLM-Qwen-32b,2.6128149330549033,69,1.0278751618197612,79,51.0,66
01-ai/Yi-1.5-34B-Chat,2.61076087952082,70,1.0130442406283937,88,51.0,64
kyujinpy/PlatYi-34B-200k-Q-FastChat,2.6028407341059383,71,0.998040242646974,101,50.0,78
AA051615/A0306,2.5960126990256875,72,1.1410073110202337,45,49.0,81
lodrick-the-lafted/Grafted-Wind-Elementals-2x70B,2.5343426204656003,73,0.9939753245828726,104,50.0,79
ConvexAI/Luminex-72B-v0.1,2.5271413906856885,74,1.0109250511076733,91,50.0,72
dfurman/HermesBagel-34B-v0.1,2.4913889364245714,75,0.9763732641080244,131,49.0,89
ShinojiResearch/Senku-70B-Full,2.476122104271811,76,0.7503525469813881,796,50.0,74
cloudyu/Phoenix_DPO_60B,2.4684089223764065,77,0.8912244158184791,302,49.0,88
NousResearch/Nous-Hermes-2-Yi-34B,2.467004893422307,78,0.9457467831749738,179,49.0,86
AA051612/A0123,2.446182631039985,79,0.910966962420363,247,49.0,80
Weyaxi/Nous-Hermes-2-SUS-Chat-2x34B,2.4290171453493334,80,0.892394158249886,296,49.0,87
MTSAIR/MultiVerse_70B,2.4279236795224977,81,1.1249766360946494,48,48.0,100
Azure99/blossom-v5-14b,2.4095867476960544,82,0.72671538670254,884,50.0,71
Mihaiii/Llama-3-pruned-45B-Drobeta-Turnu-Severin,2.376252019302435,83,1.0742820876664438,58,50.0,73
TomGrc/FusionNet_34Bx2_MoE,2.3708038252100136,84,0.9870635610334272,114,48.0,102
kyujinpy/PlatYi-34B-Llama-Q,2.370174722827624,85,0.8742833247936539,348,48.0,107
alchemonaut/BoreanGale-70B,2.363840423494394,86,0.928871234491965,204,50.0,76
Weyaxi/Bagel-Hermes-34B-Slerp,2.362361948700294,87,0.8946315329766444,288,48.0,103
kyujinpy/PlatYi-34B-Llama-Q-FastChat,2.355992215962857,88,0.795534169665846,599,49.0,90
mistral-community/Mixtral-8x22B-v0.1,2.3553702008368664,89,1.0603976313529526,66,48.0,110
Weyaxi/Helion-4x34B,2.335024264012382,90,0.9438638020322,182,48.0,104
Infinimol/miiqu-f16,2.332082387400074,91,0.7914662007441222,619,49.0,85
wenbopan/Faro-Yi-34B-200K,2.3266636218228385,92,0.923680622740535,217,48.0,113
saltlux/luxia-21.4b-alignment-v0.3,2.320188952349563,93,0.8929830742594452,294,49.0,92
kyujinpy/PlatYi-34B-Llama,2.319250030933875,94,0.8316296664141464,479,48.0,106
mistralai/Mixtral-8x22B-Instruct-v0.1,2.314131934200283,95,1.015814918539825,87,49.0,91
KnutJaegersberg/Deacon-34b-Adapter,2.3102093345721353,96,0.8464956379761851,432,48.0,96
Locutusque/Hyperion-3.0-Yi-34B,2.3069272410099555,97,0.8988988423973552,278,48.0,98
AetherResearch/Cerebrum-1.0-8x7b,2.3026544463609806,98,0.8047589016021309,561,49.0,83
0-hero/Matter-0.2-32B,2.293734391611775,99,1.199132630999694,32,47.0,114
mistralai/Mixtral-8x22B-v0.1,2.291093615638589,100,1.0029698752324263,99,48.0,111
KnutJaegersberg/Deacon-34b-qlora-adapter,2.283761423822174,101,0.8650944705077831,379,48.0,97
migtissera/Tess-M-v1.3,2.267978316209875,102,1.0383176832406804,74,48.0,109
JaeyeonKang/CCK_Asura_v2,2.249969907756911,103,0.8068451380793092,553,48.0,94
abacusai/Liberated-Qwen1.5-14B,2.244756391869194,104,0.8049361527622109,558,48.0,105
